id,date,shelter_name,city,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,day_of_week,month,is_holiday,temperature,rainfall_mm,area_population,staff_count,funding_level,food_availability_score,medical_facilities_available,children_count,senior_citizens_count,new_admissions,exits_today,emergency_cases,unemployment_rate,crime_rate,covid_cases_city,public_event_impact
255,29-04-2025,Manav Seva Sangam,Ahmedabad,GJ,253,147,106,58.1,66,45,55,Summer,Needs maintenance,Tuesday,4,0,32.1,263.7,4435224,47,Medium,6,1,35,49,28,3,3,5.0,10.0,114,1
256,10-05-2025,Sahara Vikas Kendra,Ahmedabad,GJ,144,98,46,68.1,43,45,55,Summer,Excellent condition,Saturday,5,0,25.8,171.5,948332,58,High,9,0,68,10,19,7,0,12.5,9.5,50,1
257,02-01-2025,Navjeevan Griha,Bangalore,KA,104,68,36,65.4,65,49,51,Winter,High demand,Thursday,1,1,20.0,155.2,929854,33,Medium,3,1,74,30,5,6,8,7.5,3.1,368,1
258,29-01-2024,Navjeevan Griha,Mumbai,MH,204,149,55,73.0,27,44,56,Winter,Needs maintenance,Monday,1,0,27.3,129.1,4075942,40,Low,1,0,23,32,0,14,4,3.3,3.9,401,0
259,11-08-2025,Navjeevan Griha,Mumbai,MH,57,52,5,91.2,39,47,53,Monsoon,Needs maintenance,Monday,8,0,16.6,95.1,2584957,26,High,1,1,59,13,6,2,5,16.3,9.7,170,1
260,14-01-2024,Apna Ghar Ashram,Chennai,TN,118,80,38,67.8,44,46,54,Winter,Needs maintenance,Sunday,1,0,29.5,130.4,213187,56,Low,3,0,54,15,11,16,2,6.4,2.8,267,0
261,11-08-2025,Sahara Vikas Kendra,Mumbai,MH,245,229,16,93.5,23,53,47,Monsoon,New admissions pending,Monday,8,0,21.7,232.2,4699454,56,High,5,0,76,10,21,10,9,16.9,4.7,2,0
262,13-11-2024,Premalaya Home,Mumbai,MH,149,105,44,70.5,49,58,42,Autumn,Normal,Wednesday,11,1,34.9,180.6,4753855,51,High,3,0,79,32,19,8,7,13.8,12.7,209,0
263,17-11-2024,Umeed Ki Kiran,Surat,GJ,244,171,73,70.1,20,55,45,Autumn,New admissions pending,Sunday,11,0,22.8,267.8,1612518,40,High,9,1,23,6,22,4,6,14.4,5.6,375,0
264,17-05-2024,Apna Ghar Ashram,Kolkata,WB,227,118,109,52.0,58,46,54,Summer,No issues reported,Friday,5,0,26.4,133.0,1732678,13,Medium,8,1,76,30,18,9,0,6.0,7.8,485,0
265,23-05-2025,Manav Seva Sangam,Mumbai,MH,144,79,65,54.9,54,46,54,Summer,New admissions pending,Friday,5,0,15.3,182.1,217527,43,Low,3,0,23,47,16,14,9,6.5,14.2,390,0
266,10-04-2025,Karuna Bhavan,Jaipur,RJ,247,157,90,63.6,30,41,59,Summer,Needs maintenance,Thursday,4,0,16.8,189.4,2794804,55,High,9,1,53,45,3,13,4,10.8,4.2,480,0
267,17-03-2025,Umeed Ki Kiran,Bangalore,KA,110,83,27,75.5,30,50,50,Summer,No issues reported,Monday,3,0,24.8,177.5,1637819,23,Medium,6,1,25,46,2,3,9,5.6,6.5,389,1
268,20-02-2024,Premalaya Home,Ahmedabad,GJ,142,111,31,78.2,55,47,53,Winter,No issues reported,Tuesday,2,0,27.0,210.8,1570373,42,High,7,1,65,13,0,19,8,7.6,9.5,337,0
269,28-12-2024,Umeed Ki Kiran,Pune,MH,165,116,49,70.3,26,41,59,Winter,New admissions pending,Saturday,12,0,30.0,71.2,644557,10,Medium,4,1,79,27,17,1,5,7.8,11.6,300,1
270,28-01-2025,Sahara Vikas Kendra,Kolkata,WB,181,136,45,75.1,50,44,56,Winter,Excellent condition,Tuesday,1,0,22.3,153.7,1040121,56,High,4,1,37,52,26,11,7,5.4,13.6,382,0
271,06-11-2024,Karuna Bhavan,Ahmedabad,GJ,158,129,29,81.6,43,47,53,Autumn,High demand,Wednesday,11,0,32.4,31.3,3499330,51,Low,2,1,64,42,20,0,9,6.1,13.8,341,0
272,04-06-2025,Premalaya Home,Delhi,DL,225,174,51,77.3,55,54,46,Monsoon,No issues reported,Wednesday,6,0,36.5,115.4,1775049,19,Low,5,1,74,15,14,19,0,14.8,11.9,114,0
273,09-12-2023,Umeed Ki Kiran,Bangalore,KA,204,138,66,67.6,44,53,47,Winter,Excellent condition,Saturday,12,0,34.5,146.3,3295705,24,High,8,0,50,18,7,4,9,5.5,4.2,166,1
274,12-04-2025,Umeed Ki Kiran,Mumbai,MH,286,185,101,64.7,20,53,47,Summer,No issues reported,Saturday,4,1,16.0,195.7,533442,13,Medium,7,0,34,16,0,5,6,3.4,1.3,434,0
275,13-09-2024,Daya Sagar,Pune,MH,144,143,1,99.3,45,56,44,Monsoon,Normal,Friday,9,0,27.0,285.2,4159545,36,High,7,1,42,58,19,10,2,12.4,6.4,264,0
276,22-03-2025,Umeed Ki Kiran,Ahmedabad,GJ,273,137,136,50.2,69,53,47,Summer,Excellent condition,Saturday,3,0,17.6,180.2,1470827,8,Medium,6,0,28,25,13,7,8,17.6,3.0,226,1
277,26-05-2024,Daya Sagar,Ahmedabad,GJ,282,183,99,64.9,22,50,50,Summer,No issues reported,Sunday,5,0,21.1,223.1,2006874,54,High,3,0,36,5,3,6,5,8.0,10.9,150,1
278,02-07-2025,Sahara Vikas Kendra,Kolkata,WB,142,138,4,97.2,47,44,56,Monsoon,No issues reported,Wednesday,7,0,39.7,151.9,3981814,22,Medium,5,0,57,42,4,3,4,4.8,10.3,267,1
279,24-07-2024,Karuna Bhavan,Chennai,TN,260,249,11,95.8,41,45,55,Monsoon,New admissions pending,Wednesday,7,0,18.6,190.2,4738118,9,Low,1,1,53,48,22,5,7,11.6,1.6,115,1
280,06-03-2025,Premalaya Home,Pune,MH,213,122,91,57.3,67,60,40,Summer,High demand,Thursday,3,0,27.5,21.3,1801797,24,High,7,1,38,8,12,15,7,16.6,12.7,87,0
281,13-03-2025,Sahara Vikas Kendra,Chennai,TN,66,34,32,51.5,36,48,52,Summer,Needs maintenance,Thursday,3,0,30.5,76.3,147406,27,Low,9,1,41,49,27,19,2,14.8,4.5,317,0
282,15-03-2024,Asha Deep Shelter,Pune,MH,182,124,58,68.1,60,43,57,Summer,New admissions pending,Friday,3,0,32.6,108.6,3502814,15,Low,1,1,27,16,23,14,1,12.3,7.1,241,1
283,04-01-2025,Sahara Vikas Kendra,Kolkata,WB,226,155,71,68.6,52,58,42,Winter,High demand,Saturday,1,0,29.0,141.7,3822827,41,High,2,1,28,30,14,13,1,7.7,10.4,359,0
284,21-08-2024,Jeevan Jyoti Shelter,Pune,MH,253,218,35,86.2,50,40,60,Monsoon,Normal,Wednesday,8,0,15.2,13.7,4628887,26,High,3,0,42,11,5,11,4,11.1,7.0,328,1
285,25-08-2024,Jeevan Jyoti Shelter,Delhi,DL,199,182,17,91.5,68,46,54,Monsoon,No issues reported,Sunday,8,0,23.2,42.0,1071436,8,Medium,3,1,2,22,0,11,9,4.4,7.2,332,1
286,08-12-2024,Daya Sagar,Ahmedabad,GJ,156,136,20,87.2,29,45,55,Winter,Excellent condition,Sunday,12,0,27.9,83.0,2941912,33,Medium,8,0,9,53,22,15,6,13.2,1.9,39,1
287,14-03-2025,Daya Sagar,Jaipur,RJ,66,34,32,51.5,40,41,59,Summer,Normal,Friday,3,0,17.2,291.5,1659184,48,Low,7,1,58,53,18,14,7,13.9,6.6,181,0
288,03-03-2024,Karuna Bhavan,Chennai,TN,78,53,25,67.9,36,54,46,Summer,Needs maintenance,Sunday,3,0,23.8,99.4,4848793,38,Medium,6,0,13,4,12,12,9,17.5,11.7,489,1
289,20-01-2025,Manav Seva Sangam,Chennai,TN,265,229,36,86.4,44,44,56,Winter,Needs maintenance,Monday,1,0,15.8,144.6,4234238,17,Medium,4,1,75,42,28,10,7,6.9,13.8,208,0
290,04-10-2023,Apna Ghar Ashram,Mumbai,MH,52,33,19,63.5,31,47,53,Autumn,Excellent condition,Wednesday,10,0,17.0,58.8,2378476,46,High,9,1,46,35,28,16,7,3.3,6.8,390,0
291,10-08-2024,Daya Sagar,Delhi,DL,233,194,39,83.3,51,46,54,Monsoon,Excellent condition,Saturday,8,0,24.9,183.2,534273,13,Medium,1,1,41,58,5,14,9,11.2,6.9,272,0
292,12-05-2025,Navjeevan Griha,Bangalore,KA,289,151,138,52.2,36,41,59,Summer,High demand,Monday,5,0,18.3,84.2,2453233,46,Low,2,1,31,35,14,13,2,13.6,10.8,118,1
293,16-09-2023,Manav Seva Sangam,Jaipur,RJ,106,77,29,72.6,48,52,48,Monsoon,Needs maintenance,Saturday,9,0,29.2,62.1,2872236,35,Medium,4,1,31,2,15,9,1,14.9,14.2,381,0
294,05-05-2024,Daya Sagar,Bangalore,KA,68,47,21,69.1,31,50,50,Summer,Needs maintenance,Sunday,5,0,32.2,155.0,738332,11,Low,3,1,41,57,23,11,3,5.9,4.7,433,1
295,18-11-2024,Karuna Bhavan,Chennai,TN,184,126,58,68.5,19,41,59,Autumn,Normal,Monday,11,0,35.0,1.7,776448,8,High,1,0,31,23,22,15,0,6.9,7.2,23,0
296,18-09-2023,Manav Seva Sangam,Surat,GJ,164,124,40,75.6,19,54,46,Monsoon,High demand,Monday,9,0,20.0,2.3,120463,23,Low,5,1,25,54,15,14,2,10.7,12.1,257,0
297,23-09-2024,Daya Sagar,Jaipur,RJ,152,138,14,90.8,67,42,58,Monsoon,High demand,Monday,9,0,19.2,65.7,1183183,46,Medium,7,0,0,56,9,9,8,8.0,9.5,482,0
298,29-12-2024,Karuna Bhavan,Hyderabad,TS,195,138,57,70.8,20,43,57,Winter,High demand,Sunday,12,0,17.6,11.0,2916457,34,High,2,1,55,16,21,3,6,15.9,2.5,91,1
299,10-09-2024,Apna Ghar Ashram,Delhi,DL,124,114,10,91.9,52,58,42,Monsoon,New admissions pending,Tuesday,9,0,30.9,32.4,2480992,35,Medium,5,0,1,38,8,8,6,10.1,9.8,466,1
300,12-10-2024,Umeed Ki Kiran,Kolkata,WB,106,80,26,75.5,46,47,53,Autumn,Excellent condition,Saturday,10,0,32.7,101.7,4364380,39,High,6,0,29,25,8,19,0,15.0,3.6,160,1
301,16-02-2025,Daya Sagar,Delhi,DL,249,171,78,68.7,69,52,48,Winter,Needs maintenance,Sunday,2,0,15.8,240.8,4899433,25,High,7,0,70,3,16,8,6,11.7,8.1,148,1
302,14-04-2024,Apna Ghar Ashram,Delhi,DL,146,96,50,65.8,18,55,45,Summer,Normal,Sunday,4,0,38.4,171.6,4961408,35,Medium,1,0,51,54,16,19,9,14.6,8.4,116,0
303,01-10-2023,Daya Sagar,Hyderabad,TS,66,39,27,59.1,46,54,46,Autumn,No issues reported,Sunday,10,0,16.3,153.8,1210294,23,Medium,7,0,8,44,16,10,6,8.0,13.3,457,0
304,10-05-2025,Navjeevan Griha,Delhi,DL,208,150,58,72.1,31,60,40,Summer,Needs maintenance,Saturday,5,0,28.5,88.0,4768784,35,High,4,0,21,11,23,10,3,15.5,7.5,52,1
305,25-10-2024,Apna Ghar Ashram,Jaipur,RJ,289,251,38,86.9,47,48,52,Autumn,Needs maintenance,Friday,10,0,32.7,279.5,2394688,57,High,8,1,33,0,11,6,6,7.1,4.9,301,1
306,02-05-2024,Sahara Vikas Kendra,Pune,MH,75,42,33,56.0,20,56,44,Summer,Excellent condition,Thursday,5,1,36.8,119.1,86413,36,Medium,4,0,48,20,12,9,7,11.2,4.2,44,1
307,12-01-2024,Daya Sagar,Delhi,DL,102,66,36,64.7,57,55,45,Winter,Needs maintenance,Friday,1,0,32.9,26.1,2998632,6,Low,6,1,0,18,29,3,2,6.2,13.2,264,1
308,28-03-2024,Premalaya Home,Jaipur,RJ,111,76,35,68.5,44,50,50,Summer,No issues reported,Thursday,3,0,35.0,185.1,614430,56,Medium,9,1,72,20,11,4,9,10.1,3.4,485,0
309,08-09-2025,Asha Deep Shelter,Mumbai,MH,282,201,81,71.3,54,51,49,Monsoon,New admissions pending,Monday,9,0,23.5,34.2,3718508,14,High,5,0,52,51,13,4,1,7.8,7.0,261,1
310,02-07-2024,Apna Ghar Ashram,Pune,MH,182,170,12,93.4,64,57,43,Monsoon,No issues reported,Tuesday,7,0,35.4,103.6,4910319,6,Medium,4,0,39,17,9,10,6,7.0,3.6,306,1
311,25-06-2025,Daya Sagar,Mumbai,MH,226,217,9,96.0,20,51,49,Monsoon,Excellent condition,Wednesday,6,0,17.0,152.2,3074015,6,Low,8,1,44,42,22,8,4,17.5,11.8,233,0
312,03-04-2025,Apna Ghar Ashram,Bangalore,KA,93,72,21,77.4,21,42,58,Summer,High demand,Thursday,4,0,37.4,262.3,965480,28,Medium,9,0,67,51,18,15,4,5.4,7.6,374,1
313,14-09-2025,Karuna Bhavan,Pune,MH,65,50,15,76.9,44,49,51,Monsoon,High demand,Sunday,9,0,28.7,148.1,3691141,21,High,4,0,8,2,28,8,4,14.8,5.9,34,0
314,01-03-2025,Daya Sagar,Ahmedabad,GJ,247,177,70,71.7,36,49,51,Summer,No issues reported,Saturday,3,1,35.4,210.7,3431915,36,Medium,3,0,21,48,1,3,6,17.8,6.1,337,1
315,13-05-2025,Asha Deep Shelter,Ahmedabad,GJ,144,93,51,64.6,67,59,41,Summer,High demand,Tuesday,5,0,26.3,297.8,92056,20,High,8,0,17,43,3,1,8,3.3,12.9,436,0
316,19-10-2023,Jeevan Jyoti Shelter,Ahmedabad,GJ,186,151,35,81.2,21,50,50,Autumn,Needs maintenance,Thursday,10,0,31.1,39.4,2198983,20,High,5,0,75,31,18,13,7,13.5,8.8,402,1
317,02-10-2023,Sahara Vikas Kendra,Pune,MH,228,174,54,76.3,37,57,43,Autumn,No issues reported,Monday,10,0,28.2,82.4,2992775,50,Medium,2,0,42,9,6,2,5,6.8,11.1,196,1
318,29-09-2023,Karuna Bhavan,Hyderabad,TS,230,225,5,97.8,39,45,55,Monsoon,No issues reported,Friday,9,0,33.3,118.4,823952,43,High,9,0,38,39,25,17,6,3.6,13.6,24,1
319,14-02-2025,Apna Ghar Ashram,Bangalore,KA,287,199,88,69.3,47,48,52,Winter,High demand,Friday,2,0,17.0,126.5,958380,57,High,3,1,72,14,14,5,8,9.0,13.6,394,1
320,26-03-2025,Umeed Ki Kiran,Bangalore,KA,188,109,79,58.0,51,58,42,Summer,High demand,Wednesday,3,0,16.5,123.3,4670792,35,Low,2,0,5,4,14,10,5,17.0,5.6,201,1
321,07-07-2025,Sahara Vikas Kendra,Pune,MH,128,121,7,94.5,50,47,53,Monsoon,New admissions pending,Monday,7,0,21.2,272.3,4876709,47,Low,1,1,47,3,23,17,0,3.2,14.3,272,0
322,25-06-2024,Manav Seva Sangam,Bangalore,KA,184,161,23,87.5,22,59,41,Monsoon,New admissions pending,Tuesday,6,0,19.0,214.2,1387768,28,Low,8,1,6,57,5,11,3,11.8,1.3,35,1
323,14-04-2025,Sahara Vikas Kendra,Bangalore,KA,82,48,34,58.5,54,51,49,Summer,New admissions pending,Monday,4,0,36.8,182.4,3140930,5,Low,3,1,79,27,2,4,7,10.5,6.3,473,0
324,04-10-2024,Navjeevan Griha,Jaipur,RJ,193,152,41,78.8,30,56,44,Autumn,No issues reported,Friday,10,0,20.5,92.8,1910971,15,High,7,1,68,52,5,8,6,16.1,13.5,222,0
325,03-07-2025,Sahara Vikas Kendra,Kolkata,WB,74,52,22,70.3,21,58,42,Monsoon,No issues reported,Thursday,7,1,39.4,247.1,1564101,59,Medium,1,0,15,51,15,19,2,4.3,4.8,351,0
326,23-11-2024,Umeed Ki Kiran,Hyderabad,TS,252,194,58,77.0,35,46,54,Autumn,New admissions pending,Saturday,11,0,23.4,286.5,2380344,25,High,1,1,0,50,1,17,9,13.2,4.8,276,0
327,13-08-2025,Jeevan Jyoti Shelter,Mumbai,MH,289,206,83,71.3,55,60,40,Monsoon,High demand,Wednesday,8,0,19.6,246.4,1456150,8,High,9,1,36,52,27,18,2,13.2,5.2,17,1
328,14-03-2025,Umeed Ki Kiran,Hyderabad,TS,290,224,66,77.2,27,45,55,Summer,Excellent condition,Friday,3,0,34.7,0.5,575005,11,High,8,1,36,3,6,2,2,13.0,9.6,187,1
329,04-05-2025,Daya Sagar,Mumbai,MH,95,63,32,66.3,33,45,55,Summer,Needs maintenance,Sunday,5,0,31.5,190.9,3469548,30,Medium,3,1,63,14,29,8,0,17.1,7.1,401,1
330,30-09-2024,Asha Deep Shelter,Pune,MH,262,187,75,71.4,67,59,41,Monsoon,Excellent condition,Monday,9,0,27.5,15.3,1279458,51,Low,6,1,61,16,10,3,9,15.3,11.2,256,1
331,25-07-2025,Jeevan Jyoti Shelter,Surat,GJ,86,77,9,89.5,67,60,40,Monsoon,Excellent condition,Friday,7,0,28.9,77.3,1217272,54,High,3,0,71,43,25,16,0,3.6,13.5,141,0
332,19-05-2025,Jeevan Jyoti Shelter,Pune,MH,189,145,44,76.7,20,46,54,Summer,Excellent condition,Monday,5,0,33.0,17.9,4805997,16,High,4,0,60,2,29,16,5,10.1,10.4,135,0
333,23-12-2023,Asha Deep Shelter,Pune,MH,50,46,4,92.0,68,52,48,Winter,No issues reported,Saturday,12,0,20.7,181.1,3500087,35,Low,1,1,32,9,6,1,0,9.0,3.9,449,0
334,23-02-2025,Karuna Bhavan,Ahmedabad,GJ,206,135,71,65.5,69,50,50,Winter,No issues reported,Sunday,2,0,39.9,206.0,1543551,21,High,5,0,65,46,3,8,4,7.7,14.1,306,1
335,16-05-2025,Premalaya Home,Ahmedabad,GJ,169,124,45,73.4,31,45,55,Summer,Needs maintenance,Friday,5,0,39.4,34.3,4023313,37,Medium,1,0,29,41,28,8,3,9.8,4.7,78,1
336,12-04-2025,Premalaya Home,Surat,GJ,186,111,75,59.7,27,46,54,Summer,High demand,Saturday,4,0,31.3,115.2,2486831,15,High,1,1,19,55,23,4,4,8.8,3.1,443,1
337,05-08-2024,Navjeevan Griha,Ahmedabad,GJ,77,74,3,96.1,54,60,40,Monsoon,Needs maintenance,Monday,8,0,20.0,136.9,4215255,32,High,7,1,59,22,19,14,6,9.5,2.3,417,1
338,02-10-2024,Sahara Vikas Kendra,Bangalore,KA,254,179,75,70.5,18,44,56,Autumn,New admissions pending,Wednesday,10,0,32.0,110.7,1756517,36,Low,6,1,73,17,6,14,5,17.7,8.9,291,0
339,27-02-2024,Jeevan Jyoti Shelter,Mumbai,MH,250,204,46,81.6,39,49,51,Winter,High demand,Tuesday,2,0,16.8,36.3,3247445,5,High,2,0,23,0,3,2,8,4.3,2.6,61,1
340,17-10-2023,Jeevan Jyoti Shelter,Kolkata,WB,217,172,45,79.3,52,42,58,Autumn,High demand,Tuesday,10,0,15.8,125.7,3198491,51,High,2,1,3,34,28,18,5,16.8,2.9,128,1
341,03-04-2024,Jeevan Jyoti Shelter,Hyderabad,TS,152,100,52,65.8,46,60,40,Summer,No issues reported,Wednesday,4,0,21.4,225.4,405054,32,Medium,7,0,36,52,11,2,8,10.2,5.2,498,0
342,20-02-2024,Umeed Ki Kiran,Pune,MH,63,54,9,85.7,42,57,43,Winter,Needs maintenance,Tuesday,2,0,26.6,21.3,3251208,57,Low,1,0,3,57,4,5,3,12.4,4.9,340,0
343,15-06-2024,Navjeevan Griha,Kolkata,WB,109,104,5,95.4,28,56,44,Monsoon,Excellent condition,Saturday,6,0,36.7,24.1,3889847,46,Low,2,0,76,30,22,3,0,15.5,9.5,297,1
344,23-01-2025,Jeevan Jyoti Shelter,Hyderabad,TS,182,131,51,72.0,20,59,41,Winter,High demand,Thursday,1,0,33.2,106.4,1216670,11,Medium,8,1,76,58,28,12,0,8.4,12.4,256,1
345,04-12-2023,Jeevan Jyoti Shelter,Ahmedabad,GJ,72,47,25,65.3,29,52,48,Winter,No issues reported,Monday,12,0,33.6,282.5,730667,6,High,6,0,17,43,29,12,9,9.5,11.7,479,0
346,08-11-2024,Jeevan Jyoti Shelter,Chennai,TN,148,122,26,82.4,65,41,59,Autumn,Excellent condition,Friday,11,0,25.6,200.6,2898883,46,Low,2,1,65,0,29,10,6,9.1,4.7,211,1
347,21-12-2024,Jeevan Jyoti Shelter,Mumbai,MH,51,36,15,70.6,62,42,58,Winter,New admissions pending,Saturday,12,0,23.6,203.6,2064017,28,Low,7,1,47,2,28,4,2,8.6,4.4,53,0
348,17-08-2025,Sahara Vikas Kendra,Surat,GJ,112,97,15,86.6,25,46,54,Monsoon,Needs maintenance,Sunday,8,0,24.3,108.6,4689276,8,High,4,1,32,2,25,0,1,16.9,14.5,174,0
349,13-02-2024,Sahara Vikas Kendra,Surat,GJ,246,178,68,72.4,41,40,60,Winter,No issues reported,Tuesday,2,0,39.7,178.1,4072261,48,High,2,1,57,36,18,8,5,15.4,1.1,99,1
350,30-01-2024,Navjeevan Griha,Bangalore,KA,214,144,70,67.3,66,47,53,Winter,New admissions pending,Tuesday,1,0,16.0,3.0,4687203,23,Low,6,1,72,18,25,16,5,4.6,13.3,38,0
351,01-09-2024,Sahara Vikas Kendra,Mumbai,MH,72,68,4,94.4,58,49,51,Monsoon,High demand,Sunday,9,0,36.7,190.8,4725519,30,High,9,0,27,28,4,0,6,4.6,3.8,413,1
352,20-01-2025,Apna Ghar Ashram,Surat,GJ,155,111,44,71.6,42,52,48,Winter,High demand,Monday,1,0,29.5,274.0,4944940,15,Low,9,0,34,24,26,2,4,9.4,14.3,262,1
353,04-02-2025,Manav Seva Sangam,Surat,GJ,124,88,36,71.0,38,56,44,Winter,New admissions pending,Tuesday,2,0,26.0,183.8,2049482,44,High,8,0,9,32,29,14,7,4.5,5.8,149,1
354,31-05-2024,Manav Seva Sangam,Hyderabad,TS,238,163,75,68.5,37,57,43,Summer,Excellent condition,Friday,5,0,33.1,262.1,3699244,54,High,3,0,64,35,18,9,6,12.3,7.2,120,1
355,11-01-2024,Jeevan Jyoti Shelter,Bangalore,KA,191,161,30,84.3,60,54,46,Winter,Needs maintenance,Thursday,1,0,27.2,217.2,4664466,47,Medium,3,0,41,28,20,7,1,5.2,10.9,177,0
356,08-01-2024,Navjeevan Griha,Mumbai,MH,147,134,13,91.2,35,57,43,Winter,Excellent condition,Monday,1,0,36.8,36.2,3963397,15,High,2,1,8,57,29,11,0,10.8,9.2,300,1
357,12-04-2025,Navjeevan Griha,Chennai,TN,179,127,52,70.9,62,56,44,Summer,New admissions pending,Saturday,4,0,37.5,270.7,3138589,49,Medium,5,1,59,25,2,14,8,3.1,5.5,329,1
358,30-07-2024,Manav Seva Sangam,Hyderabad,TS,239,198,41,82.8,49,40,60,Monsoon,Excellent condition,Tuesday,7,0,25.5,19.9,4289399,7,High,4,0,14,3,26,8,4,7.7,8.8,119,0
359,14-11-2023,Apna Ghar Ashram,Pune,MH,124,79,45,63.7,39,57,43,Autumn,No issues reported,Tuesday,11,1,21.9,160.2,1571722,16,Low,7,0,56,48,25,9,4,13.2,11.2,71,1
360,23-05-2024,Premalaya Home,Bangalore,KA,56,42,14,75.0,19,48,52,Summer,Needs maintenance,Thursday,5,0,29.8,42.6,1912205,7,Low,4,0,68,13,10,19,9,10.3,1.6,218,1
361,06-02-2025,Jeevan Jyoti Shelter,Bangalore,KA,224,191,33,85.3,21,49,51,Winter,High demand,Thursday,2,0,37.8,3.5,1515915,46,High,9,1,21,49,6,8,3,17.7,1.2,393,1
362,08-07-2025,Navjeevan Griha,Delhi,DL,270,268,2,99.3,27,40,60,Monsoon,New admissions pending,Tuesday,7,0,20.3,126.6,400067,31,High,2,1,63,26,28,14,1,16.1,7.4,397,1
363,18-07-2024,Jeevan Jyoti Shelter,Jaipur,RJ,297,292,5,98.3,27,46,54,Monsoon,Needs maintenance,Thursday,7,0,30.6,88.5,1756826,53,Low,6,1,40,32,16,0,4,8.4,2.8,301,0
364,19-08-2024,Premalaya Home,Hyderabad,TS,117,116,1,99.1,39,46,54,Monsoon,High demand,Monday,8,0,30.8,145.8,2109385,58,High,7,0,70,21,24,1,1,3.7,10.3,122,0
365,01-10-2024,Premalaya Home,Mumbai,MH,129,78,51,60.5,49,55,45,Autumn,High demand,Tuesday,10,1,33.3,173.2,1491246,6,Medium,4,0,55,47,8,18,6,15.7,4.0,243,1
366,25-06-2024,Navjeevan Griha,Chennai,TN,294,225,69,76.5,26,47,53,Monsoon,Needs maintenance,Tuesday,6,0,18.3,13.1,2417322,53,Medium,6,0,22,2,20,13,8,16.7,7.1,373,0
367,06-01-2025,Asha Deep Shelter,Chennai,TN,203,188,15,92.6,38,59,41,Winter,Excellent condition,Monday,1,1,32.9,36.9,1425645,20,Medium,7,0,24,22,8,7,8,15.3,3.8,74,0
368,01-01-2025,Manav Seva Sangam,Kolkata,WB,191,162,29,84.8,65,52,48,Winter,No issues reported,Wednesday,1,1,37.7,167.6,3788858,6,Medium,4,1,5,20,9,5,5,4.9,8.7,5,0
369,24-05-2025,Sahara Vikas Kendra,Mumbai,MH,86,68,18,79.1,19,45,55,Summer,Normal,Saturday,5,0,19.5,103.0,2320463,58,Medium,8,0,33,40,12,11,0,18.0,2.6,20,0
370,07-06-2024,Apna Ghar Ashram,Chennai,TN,128,110,18,85.9,51,43,57,Monsoon,New admissions pending,Friday,6,0,20.9,218.8,884440,34,High,9,0,62,22,14,14,5,6.9,1.3,189,1
371,01-12-2023,Karuna Bhavan,Kolkata,WB,226,188,38,83.2,47,52,48,Winter,High demand,Friday,12,0,39.3,195.7,4900334,24,High,1,0,8,3,21,13,4,13.9,1.7,224,0
372,28-10-2024,Navjeevan Griha,Mumbai,MH,243,209,34,86.0,63,43,57,Autumn,Normal,Monday,10,0,19.5,253.7,749895,42,Medium,7,1,59,20,4,0,3,16.6,14.4,402,1
373,04-01-2024,Jeevan Jyoti Shelter,Hyderabad,TS,250,169,81,67.6,20,59,41,Winter,Excellent condition,Thursday,1,0,36.4,207.7,295144,32,High,9,1,48,36,28,10,5,6.5,3.0,102,1
374,07-07-2025,Karuna Bhavan,Mumbai,MH,78,60,18,76.9,53,43,57,Monsoon,High demand,Monday,7,0,27.3,129.0,4074227,29,High,5,0,50,42,2,2,5,16.6,10.9,343,0
375,16-04-2025,Umeed Ki Kiran,Chennai,TN,209,165,44,78.9,26,56,44,Summer,No issues reported,Wednesday,4,0,21.2,201.9,3872727,36,Medium,2,1,59,30,26,18,5,7.6,2.0,465,1
376,08-05-2024,Umeed Ki Kiran,Pune,MH,258,131,127,50.8,19,48,52,Summer,No issues reported,Wednesday,5,0,36.8,82.6,1294360,14,High,6,1,69,20,26,17,1,17.6,2.5,98,0
377,28-07-2024,Navjeevan Griha,Pune,MH,269,213,56,79.2,28,46,54,Monsoon,New admissions pending,Sunday,7,0,26.1,91.9,3099316,46,High,7,1,36,25,7,19,6,7.2,8.1,499,1
378,25-06-2024,Karuna Bhavan,Mumbai,MH,62,61,1,98.4,35,54,46,Monsoon,Needs maintenance,Tuesday,6,0,27.9,236.7,2599565,44,High,2,1,30,40,19,1,3,17.3,7.5,317,1
379,26-10-2024,Daya Sagar,Ahmedabad,GJ,283,199,84,70.3,60,51,49,Autumn,High demand,Saturday,10,0,24.0,133.9,1199734,37,Medium,2,1,40,57,9,6,8,3.8,14.3,362,0
380,09-03-2024,Navjeevan Griha,Surat,GJ,224,124,100,55.4,37,42,58,Summer,No issues reported,Saturday,3,0,29.8,239.5,1896585,17,High,1,0,61,34,12,7,9,13.6,14.2,484,1
381,29-11-2024,Asha Deep Shelter,Surat,GJ,169,138,31,81.7,66,59,41,Autumn,High demand,Friday,11,0,19.1,246.7,3010883,45,Low,4,0,57,37,28,18,1,11.0,11.9,82,0
382,28-01-2024,Jeevan Jyoti Shelter,Delhi,DL,270,227,43,84.1,56,55,45,Winter,New admissions pending,Sunday,1,0,24.8,257.3,4157618,58,Low,7,0,13,23,2,14,4,10.2,9.4,180,1
